text,address,time,link,price
"
                                                                                        Tour Miền Bắc 3N4D: Hà Nội - Sapa - Cát Cát - Hàm Rồng - Đỉnh FANSIPAN
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-bac-3n4d-ha-noi-sapa-cat-cat-ham-rong-dinh-fansipan/934,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/02/20/11/tour-mien-bac-6n5d-ha-noi-chua-huong-sapa-halong-ha-noi-lao-chai-204x153.jpg,4.450.000
"
                                                                                        Tour Hà Nội 1N: Hà Nội - Hạ Long
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-ha-noi-ha-long/935,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/03/04/16/ivivu-tour-ha-long-cat-ba-vinh-lan-ha-204x153.jpg,1.490.000
"
                                                                                        Tour Hà Nội 1N: City Tour Hà Nội
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-city-tour-ha-noi/936,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/02/21/16/ivivu-tour-city-tour-home1-204x153.jpg,890.000
"
                                                                                        Tour Hà Nội 1N : Bái Đính - Tràng An (Mới)
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-bai-dinh-trang-an-moi/937,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/02/19/14/ivivu-tour-mien-bac-4n3d-ha-noi-bai-dinh-trang-an-ha-long-ha-noi-trang-an-home-204x153.jpg,950.000
"
                                                                                        Tour Hà Nội 1N : Bái Đính - Tràng An Cổ
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-bai-dinh-trang-an-co/938,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/02/19/14/ivivu-tour-mien-bac-4n3d-ha-noi-bai-dinh-trang-an-ha-long-ha-noi-trang-an-home-204x153.jpg,950.000
"
                                                                                        Tour Hà Nội 1N: Hà Nội - Chùa Hương
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-ha-noi-chua-huong/939,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/07/08/13/chua-huong-204x153.jpg,890.000
"
                                                                                        Tour Hà Nội 1N: Hà Nội - Hoa Lư - Tam Cốc
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-ha-noi-hoa-lu-tam-coc/940,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/07/09/11/hoa-lu-204x153.jpg,1.080.000
"
                                                                                        Tour Hà Nội 1N: Hoa Lư - Tràng An (Mới)
                                                                                    ",https://www.ivivu.com/du-lich/tour-ha-noi-1n-hoa-lu-trang-an-moi/942,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/07/09/11/hoa-lu-204x153.jpg,1.250.000
"
                                                                                        Tour Miền Tây 3N2D: Sa Đéc - Cái Bè - Victoria Cần Thơ (LUXURY MEKONG)
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-3n2d-sa-dec-cai-be-victoria-can-tho-luxury-mekong/947,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/03/07/17/ivivu-tour-luxury-mekong-tau-song-xanh-1-204x153.jpg,6.499.000
"
                                                                                        Tour Miền Tây 4N3D : Mỹ Tho - Cần Thơ - Cà Mau - Bạc Liêu
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-4n3d-my-tho-can-tho-ca-mau-bac-lieu/955,Khởi hành: 08-06-2019,//cdn2.ivivu.com/2019/03/28/11/cho-noi-can-tho-204x153.jpg,3.950.000
"
                                                                                        Tour Phú Quốc 3N2D: Thiên Đường Nghỉ Dưỡng (TH)
                                                                                    ",https://www.ivivu.com/du-lich/tour-phu-quoc-3n2d-thien-duong-nghi-duong-th/962,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2019/04/03/14/ivivu-tour-phu-quoc-dinh-cau-204x153.jpg,5.390.000
"
                                                                                        Tour Đà Nẵng 4N3D: Hội An - Bà Nà - Huế - Động Phong Nha (TH)
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-4n3d-hoi-an-ba-na-hue-dong-phong-nha-th/963,Khởi hành: 15-06-2019,//cdn2.ivivu.com/2014/12/25/11/kinh-thanh-hue-204x153.jpg,7.390.000
"
                                                                                        Tour Đà Nẵng 3N2D: Sơn Trà - Hội An - Bà Nà/Cù Lao Chàm (TH)
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-3n2d-son-tra-hoi-an-ba-na-cu-lao-cham-th/964,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2018/05/14/17/ivivu-ba-na-hill-204x153.jpg,5.990.000
"
                                                                                        Tour Đà Nẵng 4N3D: Bà Nà - Sơn Trà - Hội An - Huế
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-4n3d-ba-na-son-tra-hoi-an-hue/969,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2019/04/04/10/tour-da-nangba-na-hill-cau-vang-204x153.jpg,6.290.000
"
                                                                                        Tour Miền Tây 3N3Đ: Du Thuyền Cần Thơ - Mũi Cà Mau (5 sao)
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-3n3d-du-thuyen-can-tho-mui-ca-mau-5-sao/971,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2019/04/08/17/135-ca-mau-204x153.jpg,2.290.000
"
                                                                                        Tour Mũi Né 3N2D: Bàu Sen - Đồi Cát Trinh Nữ (Xe Lửa)
                                                                                    ",https://www.ivivu.com/du-lich/tour-mui-ne-3n2d-bau-sen-doi-cat-trinh-nu-xe-lua/972,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2016/08/25/17/ivivu-tour-phan-thiet-mui-ne-3n2d-doi-cat-bay-204x153.jpg,3.150.000
"
                                                                                        Tour Đà Nẵng: Ngắm Đà Nẵng Trên Không Bằng Phi Cơ Hải Âu
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-ngam-da-nang-tren-khong-bang-phi-co-hai-au/990,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2019/04/26/10/ivivu-linh-ung-pagoda-204x153.gif,2.016.000
"
                                                                                        Tour Đà Nẵng 5N4D: Hội An - Bà Nà (Cầu Vàng) - Huế - Động Phong Nha
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-5n4d-hoi-an-ba-na-cau-vang-hue-dong-phong-nha/64,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2018/12/06/17/cau-vang-ba-na-3-204x153.jpg,3.690.000
"
                                                                                        Tour Miền Tây 3N2D: Mỹ Tho - Bến Tre - Cần Thơ - Châu Đốc
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-3n2d-my-tho-ben-tre-can-tho-chau-doc/43,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2014/12/02/17/6333741364-da5f70a867-z-204x153.jpg,1.140.000
"
                                                                                        Tour Miền Tây 2N1D: Tiền Giang - Bến Tre - Cần Thơ (Khuyến mãi)
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-2n1d-tien-giang-ben-tre-can-tho-km/477,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/05/20/18/can-tho-5434bb0c59d80-204x153.jpg,550.000
"
                                                                                        Tour Miền Bắc 4N3D: Hà Nội - Hạ Long - Ninh Bình
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-bac-4n3d-ha-noi-ha-long-ninh-binh/499,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/08/27/17/ve-may-bay-tu-sai-gon-di-ha-noi-204x153.jpg,3.890.000
"
                                                                                        Tour Miền Tây 1N: Mỹ Tho - Bến Tre (Khuyến mãi)
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-1n-my-tho-ben-tre-khuyen-mai/629,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2014/12/02/15/tien-giang-my-tho-chua-vinh-trang-204x153.jpg,200.000
"
                                                                                        Tour Quy Nhơn 3N4D: Quy Nhơn - Phú Yên (HD)
                                                                                    ",https://www.ivivu.com/du-lich/tour-quy-nhon-3n4d-quy-nhon-phu-yen-hd/746,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2018/05/08/14/quy-nhon-city-204x153.jpg,3.590.000
"
                                                                                        Tour Nha Trang 3N3D: Nha Trang - Buffet - Đảo Bích Đầm
                                                                                    ",https://www.ivivu.com/du-lich/tour-nha-trang-3n3d-nha-trang-buffet-dao-bich-dam/745,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2019/03/01/16/tour-nha-trang-dao-bich-dam-2-204x153.jpg,1.740.000
"
                                                                                        Tour Đà Nẵng 3N2D: Khám Phá Đà Nẵng
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-3n2d-kham-pha-da-nang/780,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2017/09/22/14/chot-4-1430751973933-204x153.jpg,4.790.000
"
                                                                                        Tour Phú Yên 3N4D: Nha Trang - Đại Lãnh - Phú Yên (Xe Lửa)
                                                                                    ",https://www.ivivu.com/du-lich/tour-phu-yen-3n4d-nha-trang-dai-lanh-phu-yen-xe-lua/793,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2016/08/26/13/ivivu-tour-phu-yen-3n3d-mui-dai-lanh-thap-canh-vinh-xuan-dai-vung-ro-204x153.jpg,3.380.000
"
                                                                                        Tour Bình Ba 3N4D: Bình Ba - Nha Trang Cát Trắng (Xe Lửa)
                                                                                    ",https://www.ivivu.com/du-lich/tour-binh-ba-3n4d-binh-ba-nha-trang-cat-trang-xe-lua/797,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2018/01/09/09/nha-nghi-bai-nom-binh-ba-ivivu-19-1-204x153.jpg,3.180.000
"
                                                                                        Tour Đà Lạt 3N3D: Cung Đường Tơ Lụa - Xứ Sở Thần Tiên (HD)
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-lat-3n3d-cung-duong-to-lua-hd/814,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2018/03/16/17/lam-vien-square-204x153.jpg,1.499.000
"
                                                                                        Tour Miền Tây 1N: Mỹ Tho - Bến Tre
                                                                                    ",https://www.ivivu.com/du-lich/tour-mien-tay-1n-my-tho-ben-tre/41,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2014/12/02/15/1400475263-tac-dung-nuoc-dua-204x153.jpg,250.000
"
                                                                                        Tour Cần Giờ 1N (khuyến mãi)
                                                                                    ",https://www.ivivu.com/du-lich/tour-can-gio-1n-khuyen-mai/203,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/02/24/22/du-lich-can-gio-rung-sac-204x153.jpg,650.000
"
                                                                                        Tour Cao Đài Củ Chi 1N
                                                                                    ",https://www.ivivu.com/du-lich/tour-cao-dai-cu-chi-1n/135,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2016/09/19/11/cao-dai-204x153.jpg,230.000
"
                                                                                        Tour Sài Gòn 1N: Tham quan Tp Hồ Chí Minh
                                                                                    ",https://www.ivivu.com/du-lich/tour-sai-gon-1n-tham-quan-tp-ho-chi-minh/134,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/01/20/22/dinh-doc-lap-204x153.jpg,150.000
"
                                                                                        Tour Sài Gòn 1N : Củ Chi
                                                                                    ",https://www.ivivu.com/du-lich/tour-sai-gon-1n-cu-chi/109,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/06/09/17/nha-tho-duc-ba-1-204x153.jpg,250.000
"
                                                                                        Tour Đà Nẵng 3N2Đ: Bà Nà (Cầu Vàng) - Huế - Động Phong Nha
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-3n2d-ba-na-cau-vang-hue-dong-phong-nha/67,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2018/12/06/17/ba-na-hills-204x153.jpg,2.890.000
"
                                                                                        Tour Đà Nẵng 4N3D: Hội An - Bà Nà - Huế - Động Phong Nha/Thiên Đường
                                                                                    ",https://www.ivivu.com/du-lich/tour-da-nang-4n3d-hoi-an-ba-na-hue-dong-phong-nha-thien-duong/65,Khởi hành: 06-06-2019,//cdn2.ivivu.com/2018/12/06/17/hoi-an-204x153.jpg,3.290.000
"
                                                                                        Tour Bình Ba 2N2D : Khám phá đảo Tôm Hùm
                                                                                    ",https://www.ivivu.com/du-lich/tour-binh-ba-2n2d-kham-pha-dao-tom-hum/290,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2015/04/03/14/1378462-378402522294701-304202263-n-204x153.jpg,1.390.000
"
                                                                                        Tour Nam Du 2N2D: Khám phá Đảo Nam Du
                                                                                    ",https://www.ivivu.com/du-lich/tour-nam-du-2n2d-kham-pha-dao-nam-du/341,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2016/02/25/09/nam-du5-204x153.jpg,1.630.000
"
                                                                                        Tour Nam Du 2N2D : Bar trên biển - ngắm san hô
                                                                                    ",https://www.ivivu.com/du-lich/tour-nam-du-2n2d-bar-tren-bien-ngam-san-ho/644,Khởi hành: 07-06-2019,//cdn2.ivivu.com/2016/05/12/14/hon-dau-ivivu-204x153.jpg,1.690.000
"
                                                                                        Tour Phan Thiết 2N1D: Biển Xanh - Cát Vàng
                                                                                    ",https://www.ivivu.com/du-lich/tour-phan-thiet-2n1d-bien-xanh-cat-vang/364,Khởi hành: 05-06-2019,//cdn2.ivivu.com/2015/05/20/17/20117112232-hinh-17-204x153.jpg,2.090.000
"
                                                                                        Tour Bình Ba 1 ngày
                                                                                    ",https://www.ivivu.com/du-lich/tour-binh-ba-1-ngay/372,,//cdn2.ivivu.com/2015/05/12/17/binh-ba-huyen-thoai-3-ngay-3-dem-4-204x153.jpg,
"
                                                                                        Tour Tây Ninh 1N: Núi Bà Đen - Long Điền Sơn
                                                                                    ",https://www.ivivu.com/du-lich/tour-tay-ninh-1n-nui-ba-den-long-dien-son/374,Khởi hành: 09-06-2019,//cdn2.ivivu.com/2015/05/27/11/nui-ba-den-204x153.jpg,490.000
